ticker,date,open,close
1617.T,2026-07-03,48620.0,48120.0
1617.T,2026-07-06,48610.0,48960.0
1617.T,2026-07-07,48980.0,48960.0
1617.T,2026-07-08,48510.0,49090.0
1617.T,2026-07-09,49100.0,48550.0
1618.T,2026-07-03,31690.0,31720.0
1618.T,2026-07-06,31760.0,32500.0
1618.T,2026-07-07,32560.0,32580.0
1618.T,2026-07-08,32340.0,32400.0
1618.T,2026-07-09,33060.0,32620.0
1619.T,2026-07-03,51010.0,51390.0
1619.T,2026-07-06,51600.0,51820.0
1619.T,2026-07-07,52390.0,51090.0
1619.T,2026-07-08,50580.0,49680.0
1619.T,2026-07-09,49450.0,49480.0
1620.T,2026-07-03,38470.0,39120.0
1620.T,2026-07-06,39460.0,39880.0
1620.T,2026-07-07,39880.0,38960.0
1620.T,2026-07-08,38880.0,38570.0
1620.T,2026-07-09,38450.0,38440.0
1621.T,2026-07-03,30420.0,30220.0
1621.T,2026-07-06,30540.0,30840.0
1621.T,2026-07-07,30650.0,30590.0
1621.T,2026-07-08,30690.0,30360.0
1621.T,2026-07-09,30110.0,30060.0
1622.T,2026-07-03,33490.0,33480.0
1622.T,2026-07-06,33850.0,34450.0
1622.T,2026-07-07,34610.0,34520.0
1622.T,2026-07-08,33900.0,33780.0
1622.T,2026-07-09,33500.0,33130.0
1623.T,2026-07-03,64430.0,66820.0
1623.T,2026-07-06,67450.0,67200.0
1623.T,2026-07-07,66430.0,63570.0
1623.T,2026-07-08,61800.0,61520.0
1623.T,2026-07-09,62230.0,62350.0
1624.T,2026-07-03,89120.0,92270.0
1624.T,2026-07-06,92270.0,94000.0
1624.T,2026-07-07,93950.0,94070.0
1624.T,2026-07-08,90150.0,89090.0
1624.T,2026-07-09,89270.0,89270.0
1625.T,2026-07-03,68010.0,70010.0
1625.T,2026-07-06,70200.0,69500.0
1625.T,2026-07-07,69630.0,67620.0
1625.T,2026-07-08,66150.0,65830.0
1625.T,2026-07-09,66450.0,67270.0
1626.T,2026-07-03,43950.0,44030.0
1626.T,2026-07-06,44040.0,44150.0
1626.T,2026-07-07,44070.0,43500.0
1626.T,2026-07-08,43610.0,44450.0
1626.T,2026-07-09,44960.0,44280.0
1627.T,2026-07-03,11400.0,11415.0
1627.T,2026-07-06,11530.0,11625.0
1627.T,2026-07-07,11625.0,11570.0
1627.T,2026-07-08,11505.0,11650.0
1627.T,2026-07-09,11625.0,11595.0
1628.T,2026-07-03,20915.0,20715.0
1628.T,2026-07-06,21000.0,21420.0
1628.T,2026-07-07,21335.0,21475.0
1628.T,2026-07-08,21420.0,21425.0
1628.T,2026-07-09,21355.0,21360.0
1629.T,2026-07-03,254.0,251.10000610351562
1629.T,2026-07-06,251.1999969482422,253.8000030517578
1629.T,2026-07-07,257.70001220703125,254.6999969482422
1629.T,2026-07-08,254.5,251.10000610351562
1629.T,2026-07-09,250.39999389648438,250.10000610351562
1630.T,2026-07-03,38170.0,38620.0
1630.T,2026-07-06,38610.0,38940.0
1630.T,2026-07-07,39010.0,39660.0
1630.T,2026-07-08,39500.0,39430.0
1630.T,2026-07-09,39330.0,39010.0
1631.T,2026-07-03,39040.0,39340.0
1631.T,2026-07-06,39420.0,39840.0
1631.T,2026-07-07,40290.0,40230.0
1631.T,2026-07-08,40230.0,40470.0
1631.T,2026-07-09,39990.0,40130.0
1632.T,2026-07-03,42220.0,42350.0
1632.T,2026-07-06,42610.0,42950.0
1632.T,2026-07-07,43250.0,43130.0
1632.T,2026-07-08,43120.0,44500.0
1632.T,2026-07-09,42820.0,43000.0
1633.T,2026-07-03,52340.0,52140.0
1633.T,2026-07-06,52500.0,52900.0
1633.T,2026-07-07,52880.0,53550.0
1633.T,2026-07-08,54150.0,52970.0
1633.T,2026-07-09,52180.0,52060.0
XLB,2026-07-06,51.91999816894531,51.97999954223633
XLB,2026-07-07,51.959999084472656,51.5099983215332
XLB,2026-07-08,51.0,50.15999984741211
XLB,2026-07-09,50.369998931884766,50.2599983215332
XLC,2026-07-06,110.07499694824219,110.20999908447266
XLC,2026-07-07,111.66999816894531,111.0199966430664
XLC,2026-07-08,110.91999816894531,109.45999908447266
XLC,2026-07-09,108.08000183105469,110.51000213623047
XLE,2026-07-06,53.060001373291016,53.130001068115234
XLE,2026-07-07,53.61000061035156,54.63999938964844
XLE,2026-07-08,55.459999084472656,55.599998474121094
XLE,2026-07-09,55.279998779296875,54.81999969482422
XLF,2026-07-06,55.849998474121094,56.13999938964844
XLF,2026-07-07,56.310001373291016,56.04999923706055
XLF,2026-07-08,55.790000915527344,54.970001220703125
XLF,2026-07-09,55.06999969482422,55.540000915527344
XLI,2026-07-06,184.6999969482422,185.55999755859375
XLI,2026-07-07,184.5399932861328,182.3800048828125
XLI,2026-07-08,180.75999450683594,180.4199981689453
XLI,2026-07-09,182.42999267578125,181.11000061035156
XLK,2026-07-06,182.66000366210938,183.57000732421875
XLK,2026-07-07,179.83999633789062,179.17999267578125
XLK,2026-07-08,177.47999572753906,181.39999389648438
XLK,2026-07-09,184.75999450683594,185.35000610351562
XLP,2026-07-06,84.80000305175781,84.0999984741211
XLP,2026-07-07,85.5199966430664,84.86000061035156
XLP,2026-07-08,85.16999816894531,84.38999938964844
XLP,2026-07-09,83.55000305175781,83.19999694824219
XLRE,2026-07-06,44.72999954223633,44.290000915527344
XLRE,2026-07-07,44.525001525878906,44.88999938964844
XLRE,2026-07-08,44.849998474121094,44.150001525878906
XLRE,2026-07-09,44.20000076293945,44.22999954223633
XLU,2026-07-06,45.709999084472656,45.29999923706055
XLU,2026-07-07,45.630001068115234,45.70000076293945
XLU,2026-07-08,45.7400016784668,45.36000061035156
XLU,2026-07-09,45.55500030517578,45.130001068115234
XLV,2026-07-06,163.1999969482422,161.9600067138672
XLV,2026-07-07,164.75,164.44000244140625
XLV,2026-07-08,163.4199981689453,162.3000030517578
XLV,2026-07-09,161.8000030517578,162.1699981689453
XLY,2026-07-06,117.52999877929688,118.01000213623047
XLY,2026-07-07,118.91999816894531,117.38999938964844
XLY,2026-07-08,116.30999755859375,115.30000305175781
XLY,2026-07-09,114.72000122070312,116.8499984741211
