ticker,bar_start_utc,observed_at_utc,open,high,low,close,volume
1617.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,47540.0,47540.0,47540.0,47540.0,0
1617.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,47540.0,47540.0,47540.0,47540.0,0
1617.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,47660.0,47680.0,47660.0,47680.0,131
1617.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,47660.0,47680.0,47660.0,47680.0,131
1617.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,47780.0,47780.0,47670.0,47670.0,3
1617.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,47780.0,47780.0,47670.0,47670.0,3
1617.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,47540.0,47540.0,47540.0,47540.0,2
1617.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,47540.0,47540.0,47540.0,47540.0,2
1617.T,2026-09-25T00:25:00+00:00,2026-09-25T00:40:09.295130+00:00,47440.0,47440.0,47440.0,47440.0,0
1617.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,47420.0,47440.0,47420.0,47440.0,33
1617.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,47490.0,47490.0,47440.0,47440.0,3
1618.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,36760.0,36760.0,36760.0,36760.0,0
1618.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,36760.0,36760.0,36760.0,36760.0,0
1618.T,2026-09-25T00:00:44+00:00,2026-09-25T00:16:09.218731+00:00,36760.0,36760.0,36760.0,36760.0,0
1618.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,37300.0,37430.0,37210.0,37430.0,565
1618.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,37300.0,37430.0,37210.0,37430.0,565
1618.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,37390.0,37390.0,37390.0,37390.0,1
1618.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,37390.0,37390.0,37390.0,37390.0,1
1618.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,37240.0,37240.0,37240.0,37240.0,1
1618.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,37240.0,37240.0,37240.0,37240.0,1
1618.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,37240.0,37240.0,37240.0,37240.0,0
1618.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,37240.0,37240.0,37240.0,37240.0,1
1618.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,37240.0,37240.0,37240.0,37240.0,4
1618.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,37240.0,37240.0,37150.0,37150.0,32
1619.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,44980.0,44980.0,44980.0,44980.0,0
1619.T,2026-09-25T00:00:13+00:00,2026-09-25T00:16:09.218731+00:00,44980.0,44980.0,44980.0,44980.0,0
1619.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,44820.0,44830.0,44820.0,44830.0,23
1619.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,44910.0,44910.0,44870.0,44870.0,5
1620.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,36780.0,36780.0,36780.0,36780.0,0
