ticker,bar_start_utc,observed_at_utc,open,high,low,close,volume
1620.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,36780.0,36780.0,36780.0,36780.0,0
1620.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,36700.0,36700.0,36700.0,36700.0,0
1620.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,36700.0,36700.0,36700.0,36700.0,17
1620.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,36740.0,36740.0,36740.0,36740.0,4
1621.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,30260.0,30260.0,30260.0,30260.0,0
1621.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,30260.0,30260.0,30260.0,30260.0,0
1621.T,2026-09-25T00:00:36+00:00,2026-09-25T00:16:09.218731+00:00,30260.0,30260.0,30260.0,30260.0,0
1621.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,30750.0,30750.0,30740.0,30740.0,211
1621.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,30750.0,30750.0,30740.0,30740.0,211
1621.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,30780.0,30800.0,30760.0,30790.0,5
1621.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,30780.0,30800.0,30760.0,30790.0,21
1622.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,34280.0,34280.0,34280.0,34280.0,0
1622.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,34280.0,34280.0,34280.0,34280.0,0
1622.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,34330.0,34330.0,34270.0,34290.0,23
1622.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,34330.0,34330.0,34270.0,34290.0,23
1622.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,34360.0,34360.0,34340.0,34340.0,12
1622.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,34360.0,34360.0,34340.0,34340.0,13
1622.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,34220.0,34220.0,34220.0,34220.0,2
1623.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,62890.0,62890.0,62890.0,62890.0,0
1623.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,62890.0,62890.0,62890.0,62890.0,0
1623.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,62630.0,62630.0,62450.0,62490.0,53
1623.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,62630.0,62630.0,62450.0,62490.0,53
1623.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,62490.0,62560.0,62430.0,62560.0,15
1623.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,62490.0,62560.0,62430.0,62560.0,15
1623.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,62650.0,62650.0,62650.0,62650.0,3
1623.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,62650.0,62650.0,62650.0,62650.0,3
1623.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,62570.0,62620.0,62510.0,62510.0,14
1623.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,62570.0,62620.0,62510.0,62510.0,44
1623.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,62560.0,62560.0,62560.0,62560.0,1
1623.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,62700.0,62700.0,62690.0,62690.0,3
1624.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,83100.0,83100.0,83100.0,83100.0,0
1624.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,83100.0,83100.0,83100.0,83100.0,0
1624.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,83470.0,83470.0,83320.0,83320.0,27
1624.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,83470.0,83470.0,83320.0,83320.0,27
1624.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,83550.0,83550.0,83550.0,83550.0,1
1624.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,83550.0,83550.0,83550.0,83550.0,1
1624.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,83520.0,83520.0,83470.0,83470.0,1
1624.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,83520.0,83520.0,83470.0,83470.0,5
1625.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,64340.0,64340.0,64340.0,64340.0,0
1625.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,64340.0,64340.0,64340.0,64340.0,0
1625.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,64500.0,64500.0,64350.0,64350.0,119
1625.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,64500.0,64500.0,64350.0,64350.0,119
1625.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,64500.0,64500.0,64500.0,64500.0,1
1625.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,64500.0,64500.0,64500.0,64500.0,1
1625.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,64680.0,64770.0,64680.0,64710.0,6
1625.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,64680.0,64770.0,64680.0,64710.0,84
1625.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,64710.0,64710.0,64710.0,64710.0,7
1626.T,2026-09-25T00:00:59+00:00,2026-09-25T00:16:09.218731+00:00,49030.0,49030.0,49030.0,49030.0,0
1626.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,48870.0,48870.0,48870.0,48870.0,0
1626.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,48870.0,48870.0,48870.0,48870.0,0
1626.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,48940.0,49000.0,48940.0,49000.0,4
1626.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,48940.0,49000.0,48940.0,49000.0,4
1626.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,48890.0,48890.0,48840.0,48840.0,28
1626.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,48890.0,48890.0,48840.0,48840.0,28
1626.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,48740.0,48740.0,48740.0,48740.0,0
1626.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,48770.0,48770.0,48740.0,48740.0,3
1626.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,48670.0,48670.0,48670.0,48670.0,1
1626.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,48770.0,48770.0,48730.0,48730.0,4
1627.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,12405.0,12405.0,12405.0,12405.0,0
1627.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,12405.0,12405.0,12405.0,12405.0,0
1627.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,12420.0,12425.0,12375.0,12395.0,442
1627.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,12420.0,12425.0,12375.0,12395.0,442
1627.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,12460.0,12460.0,12425.0,12425.0,149
1627.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,12460.0,12460.0,12425.0,12425.0,149
1627.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,12430.0,12430.0,12415.0,12415.0,2
1627.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,12430.0,12430.0,12415.0,12415.0,2
1627.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,12410.0,12410.0,12385.0,12400.0,129
1627.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,12410.0,12410.0,12385.0,12400.0,135
1627.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,12410.0,12410.0,12410.0,12410.0,3
1627.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,12380.0,12380.0,12380.0,12380.0,120
1628.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,22000.0,22000.0,22000.0,22000.0,0
1628.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,22000.0,22000.0,22000.0,22000.0,0
1628.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,22215.0,22215.0,22195.0,22195.0,64
1628.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,22215.0,22215.0,22195.0,22195.0,66
1629.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,275.8999938964844,275.8999938964844,275.8999938964844,275.8999938964844,0
1629.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,275.8999938964844,275.8999938964844,275.8999938964844,275.8999938964844,0
1629.T,2026-09-25T00:00:13+00:00,2026-09-25T00:16:09.218731+00:00,275.8999938964844,275.8999938964844,275.8999938964844,275.8999938964844,0
1629.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,276.6000061035156,276.6000061035156,275.70001220703125,276.6000061035156,76950
1629.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,276.6000061035156,276.6000061035156,275.70001220703125,276.6000061035156,76950
1629.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,276.70001220703125,276.79998779296875,276.3999938964844,276.79998779296875,2410
1629.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,276.70001220703125,276.79998779296875,276.3999938964844,276.79998779296875,2410
1629.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,276.79998779296875,277.0,276.20001220703125,276.3999938964844,2430
1629.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,276.79998779296875,277.0,276.20001220703125,276.3999938964844,2430
1629.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,276.20001220703125,276.20001220703125,274.79998779296875,275.0,5210
1629.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,276.20001220703125,276.20001220703125,274.79998779296875,275.0,5210
1629.T,2026-09-25T00:25:00+00:00,2026-09-25T00:40:09.295130+00:00,274.70001220703125,274.70001220703125,274.70001220703125,274.70001220703125,0
1629.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,274.70001220703125,275.5,274.70001220703125,275.29998779296875,2590
1629.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,275.5,275.5,274.5,274.70001220703125,9480
1630.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,36110.0,36110.0,36110.0,36110.0,0
1630.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,36110.0,36110.0,36110.0,36110.0,0
1630.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,36230.0,36230.0,36220.0,36220.0,167
1630.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,36230.0,36230.0,36220.0,36220.0,167
1630.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,36280.0,36280.0,36280.0,36280.0,1
1630.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,36280.0,36280.0,36280.0,36280.0,1
1630.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,36110.0,36110.0,36110.0,36110.0,0
1630.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,36110.0,36110.0,36110.0,36110.0,1
1631.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,40680.0,40680.0,40680.0,40680.0,0
1631.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,40680.0,40680.0,40680.0,40680.0,0
1631.T,2026-09-25T00:00:31+00:00,2026-09-25T00:16:09.218731+00:00,40680.0,40680.0,40680.0,40680.0,0
1631.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,41500.0,41550.0,41400.0,41530.0,421
1631.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,41500.0,41550.0,41400.0,41530.0,421
1631.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,41580.0,41740.0,41580.0,41670.0,1992
1631.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,41580.0,41740.0,41580.0,41670.0,1992
1631.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,41560.0,41590.0,41560.0,41590.0,3
1631.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,41560.0,41590.0,41560.0,41590.0,3
1631.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,41520.0,41520.0,41520.0,41520.0,0
1631.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,41560.0,41560.0,41520.0,41520.0,92
1631.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,41550.0,41550.0,41550.0,41550.0,2
1631.T,2026-09-25T00:30:00+00:00,2026-09-25T05:03:39.572825+00:00,41560.0,41610.0,41560.0,41610.0,8
1632.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,43080.0,43080.0,43080.0,43080.0,0
1632.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,43080.0,43080.0,43080.0,43080.0,0
1632.T,2026-09-25T00:00:39+00:00,2026-09-25T00:16:09.218731+00:00,43080.0,43080.0,43080.0,43080.0,0
1632.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,43230.0,43250.0,43130.0,43250.0,132
1632.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,43230.0,43250.0,43130.0,43250.0,132
1632.T,2026-09-25T00:10:00+00:00,2026-09-25T00:40:09.295130+00:00,43300.0,43300.0,43270.0,43270.0,4
1632.T,2026-09-25T00:10:00+00:00,2026-09-25T05:03:39.572825+00:00,43300.0,43300.0,43270.0,43270.0,4
1632.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,43330.0,43330.0,43170.0,43170.0,18
1632.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,43330.0,43330.0,43170.0,43170.0,18
1632.T,2026-09-25T00:20:00+00:00,2026-09-25T00:40:09.295130+00:00,43000.0,43000.0,43000.0,43000.0,0
1632.T,2026-09-25T00:20:00+00:00,2026-09-25T05:03:39.572825+00:00,43000.0,43000.0,43000.0,43000.0,11
1632.T,2026-09-25T00:25:00+00:00,2026-09-25T05:03:39.572825+00:00,43050.0,43140.0,43050.0,43140.0,2
1633.T,2026-09-25T00:00:00+00:00,2026-09-25T00:40:09.295130+00:00,48760.0,48760.0,48760.0,48760.0,0
1633.T,2026-09-25T00:00:00+00:00,2026-09-25T05:03:39.572825+00:00,48760.0,48760.0,48760.0,48760.0,0
1633.T,2026-09-25T00:00:01+00:00,2026-09-25T00:16:09.218731+00:00,48760.0,48760.0,48760.0,48760.0,0
1633.T,2026-09-25T00:05:00+00:00,2026-09-25T00:40:09.295130+00:00,48670.0,48670.0,48670.0,48670.0,7
1633.T,2026-09-25T00:05:00+00:00,2026-09-25T05:03:39.572825+00:00,48670.0,48670.0,48670.0,48670.0,7
1633.T,2026-09-25T00:15:00+00:00,2026-09-25T00:40:09.295130+00:00,48850.0,48850.0,48850.0,48850.0,0
1633.T,2026-09-25T00:15:00+00:00,2026-09-25T05:03:39.572825+00:00,48850.0,48850.0,48850.0,48850.0,1
